date,Opening,High,Low,Closing,Volume,MovingAve5,MovingAve14,MovingAve30,Volatility5,Volatility14,Volatility30,HighLowVolatility5,HighLowVolatility14,HighLowVolatility30,ATR5,ATR14,ATR30,MADRate5,MADRate14,MADRate30,RSI5,RSI14,RSI30,shortMACD,shortMACDSignalSMA,shortMACDHistoSMA,shortMACDSignalEMA,shortMACDHistoEMA,longMACD,longMACDSignalSMA,longMACDHistoSMA,longMACDSignalEMA,longMACDHistoEMA,upperBBand5,upperBBand14,upperBBand30,underBBand5,underBBand14,underBBand30
2024/09/19,201.00000,203.00000,196.00000,197.00000,540800.00000,201.20000,204.92857,205.73333,3.70945,5.49629,8.31839,6.80000,6.50000,7.13333,8.00000,7.14286,7.76667,-2.08748,-3.86894,-4.24498,50.00000,36.36364,52.33645,-4.53333,-1.28148,-3.25185,-1.61224,-2.92110,-0.80476,3.78042,-4.58519,2.28994,-3.09470,208.61889,215.92115,222.37011,193.78111,193.93600,189.09656
2024/09/18,202.00000,203.00000,196.00000,199.00000,327600.00000,201.20000,206.00000,205.56667,3.70945,5.30498,8.53887,7.20000,6.35714,7.20000,8.40000,7.14286,8.26667,-1.09344,-3.39806,-3.19442,38.46154,34.48276,60.16260,-4.36667,-0.40000,-3.96667,-0.88196,-3.48470,0.43333,4.52222,-4.08889,3.06362,-2.63028,208.61889,216.60997,222.64440,193.78111,195.39003,188.48894
2024/09/17,205.00000,205.00000,196.00000,199.00000,580000.00000,202.40000,207.28571,204.73333,3.77359,5.62429,10.19782,6.60000,6.50000,7.73333,7.80000,7.28571,9.03333,-1.67984,-3.99724,-2.80039,38.46154,32.78689,50.34014,-2.33333,0.52593,-2.85926,-0.01079,-2.32255,2.55238,5.06243,-2.51005,3.72119,-1.16881,209.94718,218.53430,225.12898,194.85282,196.03713,184.33769
2024/09/13,206.00000,207.00000,203.00000,204.00000,200400.00000,203.60000,208.78571,204.70000,3.44093,6.00213,10.21812,6.20000,6.28571,7.80000,7.40000,7.07143,9.26667,0.19646,-2.29217,-0.34196,52.17391,35.71429,47.43590,-1.10000,1.32593,-2.42593,0.56985,-1.66985,4.08571,5.20053,-1.11481,4.01339,0.07232,210.48186,220.78997,225.13624,196.71814,196.78146,184.26376
2024/09/12,203.00000,210.00000,203.00000,207.00000,508300.00000,203.40000,209.92857,204.96667,3.44093,6.48586,10.30043,6.80000,6.42857,7.96667,8.00000,7.28571,9.46667,1.76991,-1.39503,0.99203,50.00000,45.00000,45.96273,-1.56667,2.02593,-3.59259,0.98731,-2.55398,4.96190,4.96402,-0.00212,3.99531,0.96660,210.28186,222.90028,225.56753,196.51814,196.95686,184.36580
2024/09/11,205.00000,205.00000,196.00000,197.00000,541800.00000,203.40000,210.35714,205.40000,3.44093,6.47641,10.64456,6.80000,6.57143,8.13333,6.80000,7.00000,9.43333,-3.14651,-6.34975,-4.08958,11.76471,32.07547,44.23077,-2.00000,2.92593,-4.92593,1.62581,-3.62581,4.95714,4.43862,0.51852,3.75366,1.20348,210.28186,223.30996,226.68912,196.51814,197.40432,184.11088
2024/09/10,206.00000,207.00000,203.00000,205.00000,181600.00000,206.00000,211.71429,206.00000,2.36643,5.44359,10.66146,6.20000,6.57143,8.00000,6.80000,7.00000,9.36667,-0.48544,-3.17139,-0.48544,12.50000,40.42553,45.09804,0.00000,3.88148,-3.88148,2.53226,-2.53226,5.71429,3.75132,1.96296,3.45279,2.26150,210.73286,222.60146,227.32291,201.26714,200.82711,184.67709
2024/09/09,201.00000,207.00000,200.00000,205.00000,363100.00000,208.40000,212.35714,206.50000,4.88262,5.13541,10.95065,7.00000,6.64286,8.10000,7.60000,7.07143,9.50000,-1.63148,-3.46451,-0.72639,41.66667,40.42553,47.82609,1.90000,4.68519,-2.78519,3.16533,-1.26533,5.85714,2.81058,3.04656,2.88741,2.96973,218.16524,222.62797,228.40129,198.63476,202.08632,184.59871
2024/09/06,207.00000,209.00000,202.00000,203.00000,466000.00000,209.20000,213.00000,206.73333,4.57821,4.72077,10.99070,6.80000,6.92857,8.20000,7.40000,7.50000,9.60000,-2.96367,-4.69484,-1.80587,34.78261,49.09091,45.73171,2.46667,5.23333,-2.76667,3.48166,-1.01499,6.26667,1.66190,4.60476,2.14498,4.12168,218.35642,222.44155,228.71474,200.04358,203.55845,184.75193
2024/09/05,209.00000,213.00000,206.00000,207.00000,350400.00000,210.60000,213.07143,207.20000,3.38231,4.57422,11.11875,6.00000,7.07143,8.20000,6.60000,7.64286,9.60000,-1.70940,-2.84948,-0.09653,38.09524,51.92308,46.01227,3.40000,5.61481,-2.21481,3.73541,-0.33541,5.87143,0.27513,5.59630,1.11456,4.75687,217.36461,222.21986,229.43751,203.83539,203.92299,184.96249
2024/09/04,210.00000,214.00000,208.00000,210.00000,340700.00000,211.60000,212.92857,207.63333,2.87054,4.78785,11.35336,5.60000,7.07143,8.40000,6.60000,8.00000,9.80000,-0.75614,-1.37538,1.13983,34.78261,62.06897,45.45455,3.96667,5.59630,-1.62963,3.81926,0.14741,5.29524,-1.37354,6.66878,-0.07466,5.36989,217.34108,222.50426,230.34006,205.85892,203.35288,184.92660
2024/09/03,209.00000,217.00000,209.00000,217.00000,428600.00000,213.00000,211.92857,208.13333,3.40588,6.46379,11.76926,6.20000,7.42857,8.50000,6.60000,8.14286,9.80000,1.87793,2.39299,4.26009,42.10526,71.15385,47.46835,4.86667,5.37407,-0.50741,3.78241,1.08426,3.79524,-3.04021,6.83545,-1.41713,5.21237,219.81175,224.85616,231.67186,206.18825,199.00099,184.59481
2024/09/02,210.00000,211.00000,205.00000,209.00000,258300.00000,213.60000,210.35714,208.40000,4.22374,7.61209,12.05432,5.80000,7.14286,8.66667,6.20000,7.85714,9.96667,-2.15356,-0.64516,0.28791,0.00000,63.04348,41.87500,5.20000,4.64074,0.55926,3.51134,1.68866,1.95714,-4.53862,6.49577,-2.72022,4.67736,222.04748,225.58132,232.50864,205.15252,195.13297,184.29136
2024/08/30,210.00000,213.00000,210.00000,210.00000,172400.00000,215.80000,209.50000,209.26667,4.11825,8.35592,12.96645,5.80000,7.14286,8.96667,6.40000,7.85714,10.26667,-2.68767,0.23866,0.35043,41.17647,64.44444,45.23810,6.53333,3.47407,3.05926,3.08917,3.44416,0.23333,-5.75926,5.99259,-3.88956,4.12289,224.03650,226.21184,235.19957,207.56350,192.78816,183.33376
2024/08/29,214.00000,215.00000,210.00000,212.00000,382000.00000,216.40000,208.57143,209.80000,3.38231,8.94997,13.31015,7.00000,7.50000,9.40000,7.60000,8.21429,10.70000,-2.03327,1.64384,1.04862,38.88889,70.21277,48.57143,6.60000,1.81111,4.78889,2.22813,4.37187,-1.22857,-6.75079,5.52222,-4.92028,3.69171,223.16461,226.47138,236.42029,209.63539,190.67148,183.17971
2024/08/28,221.00000,223.00000,214.00000,217.00000,453300.00000,217.20000,207.21429,209.96667,2.63818,9.73344,13.36783,7.80000,7.92857,9.53333,8.00000,8.50000,10.76667,-0.09208,4.72251,3.34974,60.00000,80.00000,51.70455,7.23333,-0.01852,7.25185,1.13517,6.09816,-2.75238,-7.45661,4.70423,-5.84321,3.09083,222.47636,226.68116,236.70233,211.92364,187.74741,183.23101
2024/08/27,219.00000,222.00000,216.00000,220.00000,385800.00000,216.60000,205.28571,209.76667,2.93939,10.26387,13.30585,7.00000,7.78571,9.36667,7.20000,8.35714,10.60000,1.56971,7.16771,4.87844,75.00000,81.81818,52.29885,6.83333,-2.19259,9.02593,-0.38937,7.22271,-4.48095,-7.94497,3.46402,-6.61592,2.13497,222.47878,225.81345,236.37836,210.72122,184.75798,183.15497
2024/08/26,214.00000,220.00000,214.00000,220.00000,589000.00000,215.40000,203.28571,209.50000,2.49800,9.92420,13.17763,8.00000,8.00000,9.53333,8.60000,9.50000,10.76667,2.13556,8.22207,5.01193,86.36364,87.09677,54.39560,5.90000,-4.50000,10.40000,-2.19505,8.09505,-6.21429,-8.11905,1.90476,-7.14966,0.93538,220.39600,223.13412,235.85527,210.40400,183.43731,183.14473
2024/08/23,215.00000,220.00000,211.00000,213.00000,634200.00000,212.20000,200.00000,208.96667,4.21426,11.35782,13.06518,8.60000,9.21429,9.46667,9.00000,11.14286,10.66667,0.37700,6.50000,1.93013,75.00000,59.49367,52.84091,3.23333,-6.81852,10.05185,-4.21881,7.45214,-8.96667,-7.95026,-1.01640,-7.38351,-1.58316,220.62852,222.71563,235.09702,203.77148,177.28437,182.83631
2024/08/22,213.00000,220.00000,211.00000,216.00000,697400.00000,210.60000,198.92857,208.63333,5.04381,10.77341,13.08557,8.20000,9.35714,9.40000,9.60000,11.64286,10.60000,2.56410,8.58169,3.53092,95.45455,52.22222,52.54237,1.96667,-9.40741,11.37407,-6.08185,8.04851,-9.70476,-7.30899,-2.39577,-6.98772,-2.71704,220.68762,220.47539,234.80448,200.51238,177.38175,182.46219
2024/08/21,210.00000,215.00000,210.00000,214.00000,309600.00000,206.60000,198.64286,208.33333,6.80000,10.36207,13.01623,8.60000,9.35714,9.23333,10.00000,11.71429,10.43333,3.58180,7.73103,2.72000,95.23810,46.87500,52.00000,-1.73333,-11.91111,10.17778,-8.09398,6.36064,-9.69048,-6.44127,-3.24921,-6.30846,-3.38202,220.20000,219.36699,234.36579,193.00000,177.91872,182.30087
2024/08/20,206.00000,217.00000,206.00000,214.00000,808300.00000,202.80000,199.07143,208.10000,6.91086,11.08709,12.97523,8.40000,9.85714,9.20000,9.80000,12.21429,10.40000,5.52268,7.49910,2.83518,86.95652,49.50495,52.27273,-5.30000,-13.65926,8.35926,-9.68414,4.38414,-9.02857,-5.31958,-3.70899,-5.46295,-3.56562,216.62172,221.24560,234.05047,188.97828,176.89726,182.14953
2024/08/19,207.00000,212.00000,203.00000,204.00000,752800.00000,199.40000,199.14286,207.83333,4.22374,11.18581,12.93338,7.40000,9.42857,8.93333,8.40000,11.78571,10.06667,2.30692,2.43902,-1.84443,76.92308,41.66667,49.70060,-8.43333,-14.44444,6.01111,-10.78017,2.34684,-8.69048,-4.08571,-4.60476,-4.57155,-4.11893,207.84748,221.51449,233.70009,190.95252,176.77123,181.96658
2024/08/16,205.00000,208.00000,201.00000,205.00000,726300.00000,198.00000,200.28571,207.86667,3.57771,12.37756,12.92474,7.20000,9.28571,8.73333,8.20000,11.71429,9.86667,3.53535,2.35378,-1.37909,87.50000,46.60194,49.40476,-9.86667,-14.42963,4.56296,-11.36688,1.50021,-7.58095,-2.75026,-4.83069,-3.54181,-4.03914,205.15542,225.04084,233.71615,190.84458,175.53059,182.01719
2024/08/15,196.00000,206.00000,195.00000,196.00000,532800.00000,195.60000,200.78571,207.93333,1.49666,12.69521,12.91494,8.00000,9.50000,8.63333,8.00000,11.57143,9.60000,0.20450,-2.38349,-5.73902,80.00000,39.39394,46.25000,-12.33333,-13.37037,1.03704,-11.74193,-0.59140,-7.14762,-1.38148,-5.76614,-2.53203,-4.61559,198.59333,226.17614,233.76320,192.60667,175.39529,182.10346
2024/08/14,198.00000,198.00000,194.00000,195.00000,439600.00000,194.40000,202.28571,208.33333,2.65330,13.26881,12.72356,7.20000,9.21429,8.43333,7.20000,11.28571,9.40000,0.30864,-3.60169,-6.40000,63.63636,37.62376,45.91195,-13.93333,-11.77407,-2.15926,-11.59408,-2.33925,-6.04762,0.00212,-6.04974,-1.37813,-4.66949,199.70660,228.82333,233.78045,189.09340,175.74810,182.88622
2024/08/13,198.00000,199.00000,193.00000,197.00000,400200.00000,193.80000,204.07143,208.76667,2.78568,13.83817,12.48114,8.20000,9.85714,8.53333,10.80000,11.92857,9.50000,1.65119,-3.46517,-5.63628,92.59259,36.53846,45.34161,-14.96667,-9.86667,-5.10000,-11.00927,-3.95740,-4.69524,1.22222,-5.91746,-0.21076,-4.48448,199.37136,231.74776,233.72895,188.22864,176.39509,183.80438
2024/08/09,197.00000,201.00000,193.00000,197.00000,547300.00000,189.20000,206.07143,209.26667,7.93473,14.67001,12.29887,11.60000,10.07143,8.73333,15.60000,12.14286,9.70000,4.12262,-4.40208,-5.86174,49.01961,36.53846,43.71257,-20.06667,-7.79259,-12.27407,-10.01992,-10.04675,-3.19524,2.20899,-5.40423,0.91036,-4.10560,205.06947,235.41145,233.86441,173.33053,176.73141,184.66893
2024/08/08,189.00000,199.00000,188.00000,193.00000,739300.00000,189.40000,208.07143,209.96667,8.13880,15.19617,12.17780,12.20000,10.42857,8.70000,17.20000,12.50000,9.66667,1.90074,-7.24339,-8.08065,34.42623,30.90909,43.71257,-20.56667,-4.88148,-15.68519,-7.50824,-13.05843,-1.89524,3.01376,-4.90899,1.93676,-3.83199,205.67759,238.46376,234.32227,173.12241,177.67910,185.61106
2024/08/07,190.00000,195.00000,188.00000,190.00000,953800.00000,193.20000,211.07143,210.66667,12.30285,16.04665,11.77945,11.80000,10.71429,8.50000,17.00000,12.78571,9.53333,-1.65631,-9.98308,-9.81013,27.27273,34.48276,41.91617,-17.46667,-1.75926,-15.70741,-4.24363,-13.22304,0.40476,3.61534,-3.21058,2.89476,-2.48999,217.80569,243.16472,234.22558,168.59431,178.97813,187.10776
2024/08/06,189.00000,196.00000,187.00000,192.00000,1092000.00000,199.20000,213.64286,211.56667,16.02997,15.33254,11.18238,12.80000,11.35714,8.63333,18.00000,13.42857,9.66667,-3.61446,-10.13039,-9.24846,33.33333,39.83740,45.40230,-12.36667,1.56667,-13.93333,-0.93787,-11.42880,2.07619,3.95079,-1.87460,3.51725,-1.44106,231.25994,244.30793,233.93142,167.14006,182.97778,189.20191
2024/08/05,190.00000,191.00000,168.00000,174.00000,2717400.00000,203.80000,215.42857,212.10000,16.59397,14.11541,10.60299,12.00000,11.35714,8.53333,15.00000,12.50000,9.13333,-14.62218,-19.23077,-17.96322,8.92857,33.33333,38.36478,-8.30000,4.55556,-12.85556,1.91933,-10.21933,3.32857,4.03492,-0.70635,3.87752,-0.54895,236.98795,243.65940,233.30597,170.61205,187.19774,190.89403
2024/08/02,205.00000,207.00000,196.00000,198.00000,1730300.00000,213.00000,218.07143,213.33333,8.09938,8.43008,7.90921,8.80000,10.00000,8.10000,10.60000,10.64286,8.46667,-7.04225,-9.20406,-7.18750,32.50000,42.04545,45.18519,-0.33333,7.06296,-7.39630,4.47417,-4.80750,4.73810,3.91376,0.82434,4.01476,0.72334,229.19877,234.93160,229.15175,196.80123,201.21126,197.51492
2024/08/01,219.00000,219.00000,210.00000,212.00000,569400.00000,215.80000,219.07143,213.76667,3.60000,6.62748,7.39677,8.60000,10.00000,8.13333,9.40000,10.28571,8.33333,-1.76089,-3.22791,-0.82645,41.93548,54.87805,52.38095,2.03333,8.44444,-6.41111,5.67604,-3.64271,5.30476,3.57143,1.73333,3.83392,1.47084,223.00000,232.32639,228.56021,208.60000,205.81647,198.97312
2024/07/31,214.00000,220.00000,208.00000,220.00000,723300.00000,216.80000,218.50000,213.56667,3.05941,7.50000,7.52189,8.20000,9.64286,7.93333,8.80000,9.85714,8.10000,1.47601,0.68650,3.01233,50.00000,61.33333,55.93220,3.23333,9.34074,-6.10741,6.58672,-3.35338,4.93333,3.09788,1.83545,3.46621,1.46712,222.91882,233.50000,228.61045,210.68118,203.50000,198.52288
2024/07/30,216.00000,218.00000,213.00000,215.00000,454400.00000,216.80000,217.28571,213.10000,3.05941,8.47204,7.54255,8.40000,9.28571,7.73333,9.00000,9.50000,7.96667,-0.83026,-1.05194,0.89160,30.76923,55.40541,55.55556,3.70000,9.51852,-5.81852,7.42506,-3.72506,4.18571,2.58677,1.59894,3.09943,1.08628,222.91882,234.22980,228.18509,210.68118,200.34163,198.01491
2024/07/29,215.00000,220.00000,213.00000,220.00000,371400.00000,218.80000,216.71429,212.66667,4.26146,8.86751,7.79031,9.20000,9.21429,7.76667,9.40000,9.28571,7.93333,0.54845,1.51615,3.44828,38.09524,59.42029,55.08475,6.13333,9.19259,-3.05926,8.35633,-2.22300,4.04762,2.15450,1.89312,2.82786,1.21976,227.32291,234.44930,228.24728,210.27709,198.97927,197.08605
2024/07/26,218.00000,222.00000,212.00000,212.00000,558000.00000,219.80000,215.78571,212.26667,4.95580,9.15095,7.71118,10.40000,9.00000,7.80000,10.40000,9.00000,7.93333,-3.54868,-1.75439,-0.12563,0.00000,54.83871,54.31034,7.53333,8.39630,-0.86296,8.91208,-1.37874,3.51905,1.73598,1.78307,2.52292,0.99613,229.71161,234.08760,227.68902,209.88839,197.48382,196.84432
2024/07/25,218.00000,222.00000,215.00000,217.00000,1006000.00000,224.40000,215.35714,211.93333,6.11882,9.45370,7.92857,11.40000,8.50000,7.70000,11.40000,8.50000,7.86667,-3.29768,0.76285,2.39069,33.33333,60.34483,53.38983,12.46667,7.41111,5.05556,9.25676,3.20990,3.42381,1.47937,1.94444,2.27389,1.14992,236.63765,234.26454,227.79047,212.16235,196.44974,196.07619
2024/07/24,223.00000,229.00000,216.00000,220.00000,1038900.00000,226.20000,214.50000,211.66667,4.87442,9.80343,7.88811,13.20000,8.21429,7.63333,13.20000,8.21429,7.80000,-2.74094,2.56410,3.93701,54.54545,61.40351,54.31034,14.53333,5.82593,8.70741,8.45429,6.07904,2.83333,1.28307,1.55026,1.98641,0.84693,235.94885,234.10685,227.44288,216.45115,194.89315,195.89045
2024/07/23,223.00000,231.00000,222.00000,225.00000,690100.00000,225.60000,213.57143,211.33333,5.71314,9.85404,7.73879,12.40000,7.57143,7.43333,12.40000,7.57143,7.60000,-0.26596,5.35117,6.46688,70.58824,66.03774,58.26087,14.26667,4.07407,10.19259,6.93453,7.33214,2.23810,1.24868,0.98942,1.77468,0.46342,237.02629,233.27950,226.81092,214.17371,193.86336,195.85575
2024/07/22,234.00000,235.00000,222.00000,225.00000,1577200.00000,222.80000,212.35714,210.70000,8.20731,9.40826,7.36274,11.40000,7.28571,7.40000,11.40000,7.28571,7.56667,0.98743,5.95358,6.78690,68.57143,66.03774,57.75862,12.10000,2.48148,9.61852,5.10149,6.99851,1.65714,1.38466,0.27249,1.65882,-0.00168,239.21463,231.17366,225.42549,206.38537,193.54063,195.97451
2024/07/19,226.00000,239.00000,224.00000,235.00000,2111600.00000,220.20000,211.14286,210.10000,9.10824,8.77380,6.89130,11.00000,6.85714,7.20000,11.00000,6.85714,7.36667,6.72116,11.29905,11.85150,96.96970,74.46809,63.20755,10.10000,1.17778,8.92222,3.35187,6.74813,1.04286,1.60317,-0.56032,1.65924,-0.61638,238.41648,228.69046,223.88260,201.98352,193.59525,196.31740
2024/07/18,216.00000,232.00000,216.00000,226.00000,2344000.00000,214.00000,209.50000,209.16667,7.29383,5.80332,5.12564,8.80000,6.64286,6.86667,8.80000,6.64286,7.03333,5.60748,7.87589,8.04781,96.00000,59.09091,58.00000,4.83333,0.21111,4.62222,1.66483,3.16850,0.33333,1.97460,-1.64127,1.81334,-1.48000,228.58767,221.10665,219.41795,199.41233,197.89335,198.91538
2024/07/17,210.00000,219.00000,210.00000,217.00000,1082900.00000,209.40000,208.92857,208.63333,5.23832,4.36650,4.07008,7.00000,6.00000,6.73333,7.00000,6.00000,6.90000,3.62942,3.86325,4.01023,75.00000,53.84615,53.26087,0.76667,0.04815,0.71852,0.87271,-0.10604,0.29524,2.47831,-2.18307,2.18334,-1.88810,219.87664,217.66157,216.77349,198.92336,200.19557,200.49317
2024/07/16,212.00000,213.00000,209.00000,211.00000,667700.00000,207.40000,208.71429,208.43333,3.61109,4.02543,3.79195,6.00000,5.71429,7.06667,6.00000,5.85714,7.23333,1.73578,1.09514,1.23141,64.28571,41.66667,57.42574,-1.03333,0.68889,-1.72222,0.89922,-1.93255,0.28095,3.07302,-2.79206,2.65536,-2.37441,214.62219,216.76514,216.01723,200.17781,200.66343,200.84943
2024/07/12,202.00000,213.00000,202.00000,212.00000,1350500.00000,206.60000,209.14286,207.93333,3.13688,4.53332,4.36603,6.00000,6.21429,7.06667,6.00000,6.35714,7.33333,2.61375,1.36612,1.95576,71.42857,54.54545,60.37736,-1.33333,1.73333,-3.06667,1.38235,-2.71569,1.20952,3.67778,-2.46825,3.24897,-2.03944,212.87375,218.20950,216.66539,200.32625,200.07621,199.20127
2024/07/11,204.00000,205.00000,201.00000,204.00000,710000.00000,205.40000,208.85714,207.20000,1.62481,4.46985,5.35662,4.40000,5.85714,6.90000,4.40000,6.00000,7.16667,-0.68160,-2.32558,-1.54440,42.85714,41.02564,55.44554,-1.80000,3.07037,-4.87037,2.06128,-3.86128,1.65714,4.24656,-2.58942,3.75883,-2.10168,208.64962,217.79685,217.91323,202.15038,199.91744,196.48677
2024/07/10,207.00000,207.00000,200.00000,203.00000,1384700.00000,205.60000,209.35714,206.83333,1.49666,4.28631,5.91091,4.20000,6.28571,7.00000,4.20000,6.42857,7.26667,-1.26459,-3.03651,-1.85334,25.00000,39.47368,55.44554,-1.23333,4.51481,-5.74815,3.02660,-4.25993,2.52381,4.83704,-2.31323,4.28425,-1.76044,208.59333,217.92976,218.65516,202.60667,200.78452,195.01151
2024/07/09,208.00000,211.00000,207.00000,207.00000,442100.00000,206.40000,209.92857,206.46667,0.80000,3.91817,6.45360,3.60000,6.64286,7.13333,3.60000,6.78571,7.40000,0.29070,-1.39503,0.25831,40.00000,51.28205,53.33333,-0.06667,5.93704,-6.00370,4.09158,-4.15824,3.46190,5.34656,-1.88466,4.72436,-1.26245,208.00000,217.76491,219.37386,204.80000,202.09224,193.55948
2024/07/08,208.00000,209.00000,205.00000,207.00000,360000.00000,206.60000,209.85714,206.23333,1.01980,3.97954,6.55583,3.80000,6.57143,7.53333,3.80000,6.71429,7.96667,0.19361,-1.36147,0.37175,40.00000,51.28205,60.16260,0.36667,7.15556,-6.78889,5.13114,-4.76447,3.62381,5.74603,-2.12222,5.03997,-1.41616,208.63961,217.81622,219.34499,204.56039,201.89806,193.12168
2024/07/05,205.00000,208.00000,205.00000,206.00000,353200.00000,206.80000,209.78571,205.40000,1.16619,4.03872,7.86384,4.40000,6.71429,7.66667,4.40000,7.00000,8.10000,-0.38685,-1.80456,0.29211,12.50000,54.76190,59.34959,1.40000,8.20000,-6.80000,6.32226,-4.92226,4.38571,6.12381,-1.73810,5.39401,-1.00830,209.13238,217.86315,221.12768,204.46762,201.70828,189.67232
2024/07/04,208.00000,208.00000,205.00000,205.00000,662000.00000,208.00000,209.50000,204.63333,2.28035,4.41992,8.82981,6.20000,6.92857,7.73333,6.20000,7.21429,8.16667,-1.44231,-2.14797,0.17918,0.00000,46.80851,56.69291,3.36667,8.91111,-5.54444,7.55282,-4.18616,4.86667,6.38730,-1.52063,5.64609,-0.77942,212.56070,218.33984,222.29295,203.43930,200.66016,186.97371
2024/07/03,208.00000,210.00000,206.00000,207.00000,340400.00000,210.60000,209.71429,204.06667,4.07922,4.26662,9.31999,7.00000,7.28571,7.86667,7.00000,7.57143,8.30000,-1.70940,-1.29428,1.43744,26.66667,54.90196,54.96183,6.53333,9.28889,-2.75556,8.59936,-2.06603,5.64762,6.63968,-0.99206,5.84094,-0.19332,218.75843,218.24753,222.70665,202.44157,201.18104,185.42669
2024/07/02,208.00000,211.00000,206.00000,208.00000,601600.00000,212.00000,209.35714,203.63333,3.79473,4.66916,9.47447,7.20000,7.50000,7.90000,7.60000,7.85714,8.33333,-1.88679,-0.64824,2.14438,23.52941,49.12281,56.06061,8.36667,9.27778,-0.91111,9.11587,-0.74920,5.72381,6.71587,-0.99206,5.88927,-0.16546,219.58947,218.69546,222.58227,204.41053,200.01883,184.68440
2024/07/01,212.00000,214.00000,207.00000,208.00000,822000.00000,213.80000,209.42857,203.10000,3.60000,4.65548,9.66213,8.40000,7.50000,7.86667,8.80000,7.85714,8.30000,-2.71282,-0.68213,2.41260,50.00000,48.27586,55.63910,10.70000,8.87778,1.82222,9.30317,1.39683,6.32857,6.63175,-0.30317,5.93064,0.39793,221.00000,218.73953,222.42425,206.60000,200.11762,183.77575
2024/06/28,217.00000,223.00000,211.00000,212.00000,1070000.00000,213.80000,209.57143,202.60000,3.60000,4.64011,9.78298,8.20000,7.50000,7.80000,8.60000,7.85714,8.23333,-0.84191,1.15883,4.63968,52.00000,55.17241,56.48855,11.20000,8.28519,2.91481,8.95396,2.24604,6.97143,6.37725,0.59418,5.83116,1.14027,221.00000,218.85165,222.16596,206.60000,200.29121,183.03404
2024/06/27,213.00000,219.00000,212.00000,218.00000,715400.00000,213.60000,209.14286,202.03333,3.72022,4.67298,9.71419,7.80000,7.21429,7.56667,8.20000,7.57143,8.00000,2.05993,4.23497,7.90299,68.42105,60.37736,58.73016,11.56667,7.72593,3.84074,8.39245,3.17422,7.10952,5.94021,1.16931,5.54609,1.56343,221.04043,218.48882,221.46172,206.15957,199.79690,182.60495
2024/06/26,215.00000,215.00000,210.00000,214.00000,750100.00000,212.20000,208.35714,201.30000,3.05941,3.99298,9.30287,8.80000,7.21429,7.66667,9.20000,7.57143,8.10000,0.84826,2.70826,6.30899,70.00000,57.14286,55.55556,10.90000,7.21852,3.68148,7.59890,3.30110,7.05714,5.47566,1.58148,5.15523,1.90191,218.31882,216.34310,219.90573,206.08118,200.37119,182.69427
2024/06/25,208.00000,217.00000,206.00000,217.00000,964300.00000,210.60000,207.85714,200.83333,3.72022,3.68117,9.00031,8.40000,7.21429,7.73333,8.40000,7.42857,8.23333,3.03894,4.39863,8.04979,82.35294,57.14286,52.63158,9.76667,6.78519,2.98148,6.77362,2.99305,7.02381,4.83280,2.19101,4.67975,2.34406,218.04043,215.21948,218.83395,203.15957,200.49480,182.83272
2024/06/24,211.00000,213.00000,207.00000,208.00000,543900.00000,208.40000,207.35714,200.60000,2.24499,2.76734,8.66256,7.40000,7.28571,7.63333,7.80000,7.50000,8.13333,-0.19194,0.31002,3.68893,75.00000,46.34146,51.90840,7.80000,6.58519,1.21481,6.02536,1.77464,6.75714,4.03915,2.71799,4.09374,2.66340,212.88999,212.89182,217.92513,203.91001,201.82247,183.27487
2024/06/21,211.00000,218.00000,208.00000,211.00000,789900.00000,207.20000,207.57143,200.43333,3.42929,2.92072,8.56615,7.40000,8.21429,7.53333,7.80000,8.42857,8.03333,1.83398,1.65175,5.27191,60.00000,64.15094,53.12500,6.76667,6.64815,0.11852,5.58170,1.18497,7.13810,3.13069,4.00741,3.42789,3.71021,214.05857,213.41287,217.56563,200.34143,201.72999,183.30104
2024/06/20,206.00000,218.00000,206.00000,211.00000,1149700.00000,206.60000,206.50000,200.16667,2.93939,4.01337,8.35497,7.00000,7.78571,7.33333,7.40000,8.21429,7.83333,2.12972,2.17918,5.41216,71.42857,67.79661,51.51515,6.43333,6.85556,-0.42222,5.28545,1.14788,6.33333,2.06032,4.27302,2.50034,3.83300,212.47878,214.52674,216.87661,200.72122,198.47326,183.45672
2024/06/19,205.00000,208.00000,205.00000,206.00000,423400.00000,204.80000,205.00000,200.03333,2.40000,5.64421,8.21171,6.00000,7.35714,7.10000,6.60000,7.78571,7.60000,0.58594,0.48780,2.98284,43.47826,61.40351,50.00000,4.76667,6.87037,-2.10370,4.99848,-0.23182,4.96667,0.96085,4.00582,1.54209,3.42458,209.60000,216.28843,216.45676,200.00000,193.71157,183.60991
2024/06/18,204.00000,210.00000,204.00000,206.00000,582600.00000,205.40000,204.07143,200.03333,2.93939,6.41944,8.21171,6.40000,7.64286,7.16667,7.00000,8.07143,7.66667,0.29211,0.94505,2.98284,41.66667,62.06897,50.00000,5.36667,6.67778,-1.31111,5.05644,0.31023,4.03810,-0.11270,4.15079,0.68594,3.35215,211.27878,216.91030,216.45676,199.52122,191.23255,183.60991
